,age,status,sex,body_type,drinks,height,New_Pets,New_Job,New_Education,New_religion,New_sign,New_smokes,Cluster
26329,34.0,single,m,fit,rarely,180.34,Likes_Boths,Active_working,Graduate_Degree,atheism,Leo,No,4
26330,30.0,single,m,jacked,socially,172.72,Likes_Boths,Active_working,High_School,judaism,Aries,No,3
26332,36.0,single,m,fit,socially,193.04,Only_Dog,Active_working,High_School,catholicism,Taurus,No,4
26334,38.0,single,f,athletic,socially,170.18,Likes_Boths,Active_working,High_School,other,Cancer,No,0
26335,25.0,single,f,athletic,socially,165.1,Only_Cat,Active_working,Graduate_Degree,islam,Pisces,No,2
26337,39.0,single,m,athletic,socially,177.8,Only_Cat,Active_working,Graduate_Degree,atheism,Scorpio,Yes,1
26339,29.0,single,m,fit,socially,170.18,Only_Dog,Active_working,Graduate_Degree,catholicism,Scorpio,No,3
26342,26.0,single,f,athletic,socially,177.8,Only_Dog,Active_working,Postgraduate_degree,atheism,Libra,No,4
26343,23.0,available,f,thin,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Gemini,Yes,2
26344,41.0,single,m,thin,socially,182.88,Only_Dog,Active_working,Graduate_Degree,agnosticism,Gemini,No,1
26346,24.0,single,m,fit,socially,177.8,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Taurus,Yes,3
26347,25.0,single,f,athletic,socially,175.26,Only_Dog,Active_working,Postgraduate_degree,christianity,Virgo,No,3
26348,20.0,single,m,skinny,desperately,187.96,Likes_Boths,Active_working,Dropped_out_of_High_School,buddhism,Sagittarius,Yes,4
26349,27.0,seeing someone,m,average,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Gemini,No,3
26350,34.0,single,m,athletic,socially,177.8,Only_Dog,Active_working,Graduate_Degree,atheism,Virgo,No,4
26354,42.0,single,m,athletic,socially,172.72,Likes_Boths,Active_working,Postgraduate_degree,judaism,Capricorn,No,1
26362,28.0,single,m,athletic,often,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,atheism,Scorpio,Yes,4
26365,24.0,single,m,average,often,167.64000000000001,Likes_Boths,Active_working,High_School,christianity,Libra,Yes,3
26366,32.0,single,f,curvy,socially,160.02,Likes_Boths,Active_working,Graduate_Degree,other,Cancer,No,2
26369,47.0,married,m,a_little_extra,not at all,177.8,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Aquarius,Yes,1
26370,26.0,single,m,athletic,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,catholicism,Sagittarius,Yes,4
26371,41.0,available,m,fit,rarely,182.88,Likes_Boths,Active_working,Graduate_Degree,buddhism,Cancer,No,1
26372,29.0,single,m,athletic,socially,182.88,Only_Dog,Active_working,Postgraduate_degree,judaism,Gemini,No,4
26373,27.0,single,m,athletic,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,atheism,Cancer,No,4
26375,50.0,single,m,fit,often,187.96,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Leo,Yes,1
26376,32.0,single,m,fit,socially,195.58,Only_Dog,Active_working,Graduate_Degree,agnosticism,Libra,Yes,4
26377,28.0,single,m,fit,socially,177.8,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Virgo,No,3
26379,45.0,single,m,athletic,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,other,Libra,No,1
26383,30.0,single,m,athletic,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,christianity,Scorpio,No,3
26389,19.0,single,f,curvy,socially,157.48,Likes_Boths,Student,Graduate_Degree,christianity,Leo,Yes,2
26390,35.0,single,m,athletic,socially,182.88,Only_Dog,Active_working,Postgraduate_degree,other,Aquarius,No,4
26392,28.0,single,m,athletic,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,judaism,Pisces,No,4
26395,33.0,single,f,curvy,socially,172.72,Don't_Like_it,Active_working,Graduate_Degree,christianity,Gemini,Yes,2
26399,57.0,single,m,fit,socially,180.34,Only_Dog,Active_working,Graduate_Degree,other,Virgo,No,1
26401,22.0,seeing someone,m,thin,socially,172.72,Only_Cat,Student,Graduate_Degree,other,Pisces,No,3
26402,22.0,single,m,average,socially,170.18,Likes_Boths,Student,Graduate_Degree,agnosticism,Sagittarius,No,3
26409,40.0,single,m,fit,socially,175.26,Only_Dog,Active_working,Graduate_Degree,other,Gemini,Yes,1
26411,22.0,single,m,average,socially,172.72,Only_Dog,Student,Graduate_Degree,christianity,Leo,Yes,3
26413,25.0,single,f,athletic,socially,157.48,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,No,2
26414,21.0,available,m,thin,rarely,172.72,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Aries,No,3
26417,41.0,single,m,fit,often,177.8,Only_Dog,Active_working,High_School,other,Leo,No,1
26418,41.0,available,m,a_little_extra,rarely,187.96,Likes_Boths,Active_working,Graduate_Degree,other,Gemini,Yes,1
26421,39.0,single,m,athletic,rarely,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,other,Leo,No,1
26427,27.0,single,m,average,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,atheism,Pisces,No,3
26430,56.0,single,m,average,not at all,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,buddhism,Leo,No,1
26433,27.0,single,m,athletic,socially,177.8,Only_Dog,Active_working,Graduate_Degree,catholicism,Aquarius,No,4
26437,47.0,single,m,a_little_extra,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,other,Scorpio,Yes,1
26438,38.0,single,m,athletic,not at all,175.26,Only_Dog,Active_working,High_School,other,Aries,No,1
26439,24.0,single,m,skinny,socially,177.8,Only_Dog,Student,Postgraduate_degree,atheism,Virgo,No,4
26440,47.0,single,m,average,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,catholicism,Gemini,Yes,1
26442,22.0,single,m,fit,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,other,Sagittarius,Yes,4
26445,34.0,single,m,thin,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,catholicism,Aries,No,4
26446,34.0,single,m,athletic,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,atheism,Taurus,No,4
26447,29.0,available,m,skinny,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,other,Leo,Yes,3
26449,45.0,single,m,average,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,atheism,Aquarius,No,1
26452,61.0,single,m,average,socially,180.34,Only_Dog,Active_working,Graduate_Degree,judaism,Libra,No,1
26453,29.0,single,m,average,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,atheism,Pisces,Yes,4
26454,24.0,single,f,curvy,socially,160.02,Likes_Boths,Active_working,Graduate_Degree,atheism,Sagittarius,No,2
26456,47.0,single,f,average,not at all,160.02,Only_Dog,Active_working,Graduate_Degree,other,Leo,No,0
26458,33.0,single,f,athletic,socially,157.48,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Scorpio,No,2
26463,54.0,available,m,overweight,socially,182.88,Only_Dog,Active_working,Postgraduate_degree,other,Gemini,No,1
26464,45.0,single,m,fit,not at all,185.42000000000002,Only_Cat,Active_working,Graduate_Degree,agnosticism,Virgo,No,1
26466,22.0,single,m,athletic,socially,182.88,Only_Dog,Active_working,High_School,christianity,Capricorn,Yes,4
26467,24.0,single,m,average,socially,187.96,Likes_Boths,Active_working,High_School,other,Sagittarius,No,4
26469,26.0,single,m,fit,not at all,170.18,Likes_Boths,Active_working,High_School,catholicism,Aquarius,No,3
26471,47.0,single,m,fit,not at all,175.26,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Virgo,Yes,1
26473,34.0,single,m,athletic,socially,193.04,Only_Cat,Active_working,Postgraduate_degree,catholicism,Aries,No,4
26474,36.0,single,m,athletic,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Gemini,No,4
26478,39.0,single,m,average,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,other,Sagittarius,Yes,1
26479,21.0,single,m,fit,socially,180.34,Likes_Boths,Student,Graduate_Degree,atheism,Virgo,No,4
26482,28.0,single,m,athletic,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,catholicism,Libra,Yes,4
26486,41.0,single,m,athletic,socially,170.18,Don't_Like_it,Active_working,Postgraduate_degree,other,Taurus,No,1
26487,23.0,single,m,athletic,socially,187.96,Only_Dog,Student,Graduate_Degree,catholicism,Virgo,Yes,4
26488,28.0,single,m,fit,socially,167.64000000000001,Likes_Boths,Active_working,Postgraduate_degree,christianity,Aquarius,No,3
26490,25.0,single,m,average,often,180.34,Likes_Boths,Active_working,Graduate_Degree,other,Leo,Yes,3
26493,26.0,single,f,curvy,socially,162.56,Only_Cat,Active_working,Graduate_Degree,atheism,Pisces,No,2
26494,25.0,single,m,average,socially,182.88,Only_Dog,Active_working,Graduate_Degree,agnosticism,Aquarius,Yes,3
26497,60.0,single,f,average,rarely,154.94,Likes_Boths,Active_working,Graduate_Degree,other,Libra,No,0
26499,27.0,single,m,average,socially,175.26,Likes_Boths,Active_working,High_School,catholicism,Aquarius,Yes,3
26500,37.0,single,m,athletic,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,other,Gemini,Yes,1
26508,26.0,single,m,skinny,socially,182.88,Only_Dog,Active_working,Graduate_Degree,atheism,Gemini,No,4
26509,26.0,single,m,average,not at all,182.88,Only_Dog,Active_working,Graduate_Degree,catholicism,Virgo,No,4
26510,39.0,single,m,overweight,rarely,170.18,Likes_Boths,Student,Graduate_Degree,atheism,Sagittarius,No,3
26523,41.0,single,f,fit,socially,165.1,Only_Dog,Active_working,Postgraduate_degree,other,Gemini,No,0
26524,37.0,single,m,average,often,175.26,Likes_Boths,Active_working,Graduate_Degree,judaism,Libra,No,3
26526,27.0,seeing someone,f,thin,socially,162.56,Only_Cat,Active_working,Graduate_Degree,agnosticism,Libra,No,2
26528,27.0,single,m,average,often,190.5,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,Yes,4
26533,31.0,single,m,average,often,190.5,Likes_Boths,Active_working,Graduate_Degree,other,Capricorn,No,4
26534,44.0,single,m,average,socially,177.8,Likes_Boths,Active_working,High_School,agnosticism,Scorpio,Yes,1
26537,37.0,single,m,average,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Pisces,No,4
26538,29.0,single,m,athletic,socially,182.88,Likes_Boths,Active_working,Postgraduate_degree,catholicism,Aquarius,No,4
26543,44.0,single,m,athletic,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,No,1
26544,29.0,single,f,athletic,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,other,Leo,Yes,2
26550,22.0,single,m,skinny,often,180.34,Likes_Boths,Student,Graduate_Degree,other,Virgo,No,4
26551,26.0,single,m,a_little_extra,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,catholicism,Sagittarius,No,4
26552,28.0,seeing someone,m,average,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,buddhism,Aries,No,3
26553,29.0,single,m,fit,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,judaism,Capricorn,No,3
26558,24.0,single,m,average,often,172.72,Likes_Boths,Active_working,High_School,atheism,Cancer,No,3
26562,46.0,single,m,average,not at all,170.18,Only_Dog,Active_working,Postgraduate_degree,other,Capricorn,No,0
26564,24.0,single,f,average,socially,152.4,Likes_Boths,Active_working,Graduate_Degree,other,Sagittarius,No,2
26568,29.0,single,f,athletic,socially,167.64000000000001,Only_Dog,Active_working,Graduate_Degree,christianity,Pisces,No,2
26571,25.0,single,m,average,often,177.8,Only_Dog,Active_working,Graduate_Degree,other,Aries,No,3
26573,39.0,single,f,fit,socially,172.72,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Sagittarius,Yes,1
26574,33.0,single,f,a_little_extra,often,162.56,Only_Cat,Active_working,Graduate_Degree,atheism,Sagittarius,No,2
26575,45.0,single,m,a_little_extra,very often,180.34,Only_Cat,Active_working,High_School,agnosticism,Scorpio,No,1
26576,62.0,single,m,average,socially,190.5,Likes_Boths,Retired,Graduate_Degree,christianity,Sagittarius,No,1
26578,41.0,single,f,athletic,socially,167.64000000000001,Only_Dog,Student,Graduate_Degree,buddhism,Leo,No,0
26582,25.0,single,f,fit,socially,175.26,Only_Dog,Active_working,Graduate_Degree,agnosticism,Leo,No,3
26589,26.0,single,f,average,socially,162.56,Only_Dog,Active_working,Graduate_Degree,christianity,Cancer,No,2
26591,24.0,single,f,curvy,socially,165.1,Likes_Boths,Student,Postgraduate_degree,christianity,Scorpio,Yes,2
26595,31.0,single,m,a_little_extra,not at all,157.48,Likes_Boths,Active_working,Postgraduate_degree,judaism,Taurus,Yes,2
26596,23.0,single,f,fit,socially,165.1,Likes_Boths,Active_working,Graduate_Degree,christianity,Leo,No,2
26597,23.0,single,m,thin,not at all,175.26,Likes_Boths,Student,Graduate_Degree,agnosticism,Libra,No,3
26600,40.0,single,f,average,socially,157.48,Only_Cat,Active_working,Graduate_Degree,other,Leo,No,0
26602,24.0,single,m,average,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Cancer,No,2
26603,27.0,single,m,a_little_extra,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,judaism,Leo,Yes,4
26604,30.0,single,m,average,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,other,Pisces,No,4
26607,21.0,single,m,fit,often,175.26,Only_Dog,Active_working,Graduate_Degree,catholicism,Capricorn,No,3
26610,38.0,single,m,fit,often,172.72,Only_Cat,Active_working,High_School,atheism,Cancer,Yes,1
26612,26.0,single,m,average,rarely,172.72,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Cancer,No,3
26613,19.0,single,f,a_little_extra,socially,167.64000000000001,Only_Dog,Student,Graduate_Degree,catholicism,Leo,No,2
26617,23.0,single,m,fit,rarely,175.26,Likes_Boths,Student,Postgraduate_degree,catholicism,Cancer,No,3
26619,46.0,seeing someone,m,fit,socially,193.04,Likes_Boths,Active_working,Graduate_Degree,christianity,Gemini,No,1
26630,25.0,single,f,curvy,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Pisces,No,2
26632,41.0,single,m,athletic,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,other,Aquarius,No,1
26635,29.0,single,m,average,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Gemini,No,3
26636,42.0,single,m,fit,rarely,180.34,Only_Dog,Active_working,Postgraduate_degree,other,Aquarius,No,1
26639,26.0,single,m,average,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Capricorn,No,3
26643,26.0,single,f,fit,socially,162.56,Only_Dog,Active_working,Graduate_Degree,catholicism,Pisces,Yes,2
26646,30.0,single,f,average,socially,154.94,Only_Dog,Active_working,Graduate_Degree,judaism,Taurus,No,2
26647,28.0,single,f,rather_not_say,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,christianity,Gemini,No,2
26648,29.0,single,f,curvy,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,catholicism,Taurus,No,3
26650,28.0,single,f,fit,socially,162.56,Likes_Boths,Student,Postgraduate_degree,atheism,Aquarius,No,2
26651,49.0,single,f,fit,socially,160.02,Only_Dog,Active_working,Graduate_Degree,other,Capricorn,No,0
26653,41.0,single,m,athletic,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,christianity,Capricorn,No,1
26656,41.0,single,m,a_little_extra,rarely,177.8,Likes_Boths,Active_working,High_School,other,Virgo,Yes,1
26676,27.0,single,m,a_little_extra,socially,180.34,Likes_Boths,Student,Graduate_Degree,buddhism,Libra,Yes,4
26679,26.0,single,m,fit,socially,187.96,Only_Dog,Active_working,Graduate_Degree,other,Aries,Yes,4
26681,23.0,single,f,fit,socially,167.64000000000001,Likes_Boths,Student,Graduate_Degree,atheism,Capricorn,No,2
26682,25.0,single,f,fit,socially,172.72,Only_Dog,Active_working,Graduate_Degree,christianity,Sagittarius,No,3
26683,51.0,single,f,average,socially,152.4,Only_Dog,Active_working,Graduate_Degree,other,Sagittarius,No,0
26685,37.0,single,f,curvy,rarely,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,other,Capricorn,No,2
26687,28.0,available,f,fit,socially,157.48,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Scorpio,No,2
26688,44.0,single,f,average,socially,162.56,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Capricorn,No,0
26689,38.0,single,f,full_figured,socially,177.8,Only_Cat,Active_working,Postgraduate_degree,buddhism,Leo,No,1
26690,39.0,single,f,athletic,rarely,160.02,Likes_Boths,Active_working,Postgraduate_degree,other,Virgo,No,0
26691,38.0,seeing someone,m,average,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Scorpio,No,3
26695,37.0,single,f,athletic,socially,167.64000000000001,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Pisces,No,2
26698,27.0,seeing someone,f,curvy,socially,162.56,Only_Cat,Active_working,Graduate_Degree,agnosticism,Virgo,No,2
26700,32.0,single,m,average,socially,180.34,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Sagittarius,Yes,3
26703,62.0,single,f,curvy,socially,152.4,Only_Dog,Active_working,Graduate_Degree,other,Cancer,No,0
26705,33.0,single,m,average,rarely,172.72,Only_Cat,Active_working,High_School,other,Leo,Yes,3
26708,25.0,single,f,average,often,162.56,Only_Dog,Active_working,Graduate_Degree,catholicism,Aquarius,No,2
26714,26.0,available,f,curvy,socially,160.02,Likes_Boths,Active_working,Graduate_Degree,atheism,Scorpio,Yes,2
26715,34.0,single,m,a_little_extra,rarely,170.18,Only_Dog,Student,Postgraduate_degree,agnosticism,Aries,No,3
26716,31.0,single,m,athletic,rarely,180.34,Likes_Boths,Active_working,Graduate_Degree,atheism,Aquarius,No,4
26722,27.0,single,f,average,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,atheism,Aquarius,No,2
26727,37.0,single,f,average,socially,170.18,Only_Dog,Active_working,Graduate_Degree,christianity,Aries,Yes,2
26730,32.0,single,m,average,socially,182.88,Likes_Boths,Active_working,Postgraduate_degree,christianity,Leo,No,4
26739,25.0,single,m,athletic,socially,180.34,Only_Dog,Active_working,Graduate_Degree,catholicism,Aquarius,No,4
26742,21.0,single,m,thin,socially,180.34,Only_Dog,Active_working,Graduate_Degree,agnosticism,Gemini,Yes,3
26743,20.0,single,m,fit,rarely,172.72,Likes_Boths,Active_working,Graduate_Degree,other,Cancer,No,3
26745,29.0,single,f,thin,socially,170.18,Only_Dog,Active_working,Graduate_Degree,catholicism,Virgo,No,2
26746,31.0,single,f,average,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,christianity,Taurus,No,2
26751,25.0,single,m,a_little_extra,socially,180.34,Only_Dog,Active_working,High_School,catholicism,Leo,Yes,4
26752,41.0,single,m,a_little_extra,socially,175.26,Don't_Like_it,Active_working,Postgraduate_degree,agnosticism,Leo,No,1
26753,26.0,single,f,average,socially,162.56,Only_Cat,Active_working,Graduate_Degree,other,Pisces,Yes,2
26755,29.0,available,f,curvy,socially,165.1,Likes_Boths,Active_working,Graduate_Degree,buddhism,Sagittarius,No,2
